BusStopCode,RoadName,Description,Latitude,Longitude,planning_area
54509,Ang Mo Kio Ave 5,Aft Blk 5000,1.37758835823729,103.86257049780347,SERANGOON
54511,Ang Mo Kio Ind Pk 2,Blk 5028,1.37167638225112,103.86344756349828,SERANGOON
54519,Ang Mo Kio Ind Pk 2,Opp Blk 5023,1.37121805600151,103.86373555598496,SERANGOON
54521,Ang Mo Kio Ind Pk 2,Blk 5046,1.37342640743158,103.86288750616448,SERANGOON
54529,Ang Mo Kio Ind Pk 2,Opp Blk 5043,1.3733597291276,103.86303621815657,SERANGOON
54531,Bishan Rd,OPP BISHAN PK,1.35839974282084,103.85132688003488,BISHAN
54539,Bishan Rd,BISHAN PK,1.35857111103202,103.85104805599867,BISHAN
54571,Ang Mo Kio Ave 10,Blk 532,1.37425472964633,103.85491933752174,ANG MO KIO
54579,Ang Mo Kio Ave 10,Blk 540,1.37487817367914,103.85483080978987,ANG MO KIO
54581,Ang Mo Kio Ave 10,Blk 574,1.37105833303092,103.85665833302312,ANG MO KIO
54589,Ang Mo Kio Ave 10,Blk 555,1.37173441613541,103.85671893941708,ANG MO KIO
54591,Ang Mo Kio Ind Pk 2,Opp Blk 5060,1.37530666700034,103.8617738890253,SERANGOON
54599,Ang Mo Kio Ind Pk 2,Blk 5056,1.37489472202166,103.86180138897764,SERANGOON
54601,Ang Mo Kio Ave 10,Townsville Pr Sch,1.35942138902131,103.85514583300495,ANG MO KIO
54609,Ang Mo Kio Ave 10,Opp Townsville Pr Sch,1.3593577779887,103.8552925000032,ANG MO KIO
54611,Ang Mo Kio Ave 1,BLK 220,1.36489470522366,103.84057417396242,ANG MO KIO
54619,Ang Mo Kio Ave 1,OPP BLK 220,1.36467168386173,103.84050288513411,BISHAN
54621,Ang Mo Kio Ave 1,BLK 223,1.36595331171712,103.837730713056,ANG MO KIO
54629,Ang Mo Kio Ave 1,OPP BLK 223,1.3655880696456,103.83801666007231,BISHAN
54631,Ang Mo Kio Ind Pk 2,Bef Ang Mo Kio Ind Pk 2A,1.37702166744619,103.86697522711312,SERANGOON
54641,Ang Mo Kio Ind Pk 2,Sing Ind Cplx,1.37573967362754,103.864609061163,SERANGOON
54651,Ang Mo Kio Ave 5,Opp Techplace 2,1.37854275740549,103.86551861831312,SERANGOON
54659,Ang Mo Kio Ave 5,Techplace 2,1.37834008020794,103.86686274044776,SERANGOON
55009,Ang Mo Kio St 63,Ang Mo Kio Depot,1.38589831101442,103.84757704926118,ANG MO KIO
55011,Yio Chu Kang Rd,Bef Lentor Stn Exit 5,1.382262,103.835704,ANG MO KIO
55019,Yio Chu Kang Rd,Aft Lentor Stn Exit 4,1.382212,103.836047,ANG MO KIO
55021,Yio Chu Kang Rd,OPP SEASONS PK,1.3857011784032,103.83872706499656,ANG MO KIO
55029,Yio Chu Kang Rd,SEASONS PK,1.38565193733046,103.83917105055716,ANG MO KIO
55031,Yio Chu Kang Rd,Opp NCS Hub,1.38944774212221,103.84360331162512,ANG MO KIO
55039,Yio Chu Kang Rd,NCS Hub,1.3891573228776,103.84383135324572,ANG MO KIO
55041,Yio Chu Kang Rd,Aft AMK St 64/Apple SG,1.39122406741106,103.84602799523668,ANG MO KIO
55049,Yio Chu Kang Rd,Bef AMK St 64/Apple SG,1.39110547694961,103.84659281119058,ANG MO KIO
55051,Yio Chu Kang Rd,Opp ST Electronics,1.3924,103.848962,ANG MO KIO
55059,Yio Chu Kang Rd,ST Electronics,1.3920822654425,103.84909518015895,ANG MO KIO
55071,Yio Chu Kang Rd,Bef Econ Medicare Ctr,1.39246274085167,103.85261828242731,ANG MO KIO
55079,Yio Chu Kang Rd,Aft Econ Medicare Ctr,1.391952,103.853366,ANG MO KIO
55081,Yio Chu Kang Rd,Opp Sunrise Gdns,1.39177133420779,103.8559732827973,ANG MO KIO
55089,Yio Chu Kang Rd,Aft Sunrise Gdns,1.39129403706334,103.85630398734284,ANG MO KIO
55101,Yio Chu Kang Rd,Opp Serenity Pk,1.3909401415525,103.85967918415774,SENGKANG
55109,Yio Chu Kang Rd,Serenity Pk,1.39049447273752,103.8599334800352,SERANGOON
55111,Ang Mo Kio Ave 5,Blk 180,1.37695556267127,103.83777368753996,ANG MO KIO
55119,Ang Mo Kio Ave 5,Blk 617,1.37728530731209,103.8378470631113,ANG MO KIO
55121,Ang Mo Kio Ave 5,Opp Blk 604,1.37943138901774,103.83519777802984,ANG MO KIO
55129,Ang Mo Kio Ave 5,Blk 604,1.37955302001994,103.83549938754196,ANG MO KIO
55131,Ang Mo Kio Ave 4,BLK 612,1.37986282047018,103.8396597025406,ANG MO KIO
55139,Ang Mo Kio Ave 4,BLK 641,1.37894011617745,103.84007487448596,ANG MO KIO
55141,Ang Mo Kio Ave 4,OPP BLK 622,1.38151305598601,103.83902055596756,ANG MO KIO
55149,Ang Mo Kio Ave 4,BLK 622,1.38147638900431,103.8392680559805,ANG MO KIO
55151,Ang Mo Kio Ave 9,Ang Mo Kio Comm Hosp,1.3833944010563,103.8403312479222,ANG MO KIO
55159,Ang Mo Kio Ave 9,Opp Ang Mo Kio Comm Hosp,1.383362,103.84065,ANG MO KIO
55169,Ang Mo Kio St 61,Opp Yio Chu Kang Cc,1.38123639226093,103.84100233602072,ANG MO KIO
55171,Ang Mo Kio Ave 6,Castle Green,1.385783333,103.8429056,ANG MO KIO
55179,Ang Mo Kio Ave 6,Opp Castle Green,1.385991667,103.8431694,ANG MO KIO
55181,Ang Mo Kio Ave 6,Opp Yio Chu Kang Stn,1.38143251435794,103.84389230276943,ANG MO KIO
55189,Ang Mo Kio Ave 6,Yio Chu Kang Stn,1.382955556,103.844225,ANG MO KIO
55199,Ang Mo Kio St 61,Blk 645,1.3795247679563,103.8426631996752,ANG MO KIO
55201,Ang Mo Kio Ave 6,Aft Blk 648,1.37859113966821,103.8443777268119,ANG MO KIO
55209,Ang Mo Kio Ave 6,Opp Blk 646,1.37863166702811,103.84468444401315,ANG MO KIO
55211,Ang Mo Kio St 62,Aft Ang Mo Kio Fire Stn,1.386216,103.845539,ANG MO KIO
55219,Ang Mo Kio St 62,Bef Ang Mo Kio Ave 9,1.38560725163314,103.8459306339141,ANG MO KIO
55221,Ang Mo Kio St 64,Aft Ang Mo Kio St 62,1.38779002795173,103.84621115886938,ANG MO KIO
55229,Ang Mo Kio St 64,Bef Ang Mo Kio St 62,1.38851043039698,103.84591573293088,ANG MO KIO
55231,Ang Mo Kio St 63,Opp Sbst Ang Mo Kio Depot,1.38576093943759,103.84831692135695,ANG MO KIO
55239,Ang Mo Kio St 63,Sbst Ang Mo Kio Depot,1.38699777800655,103.84804111102198,ANG MO KIO
55241,Lentor Ave,Aft Yio Chu Kang Rd,1.38932985258763,103.84071031595586,ANG MO KIO
55249,Lentor Ave,Bef Yio Chu Kang Rd,1.389538,103.84068,ANG MO KIO
55251,Lentor Ave,Countryside Est,1.39093600499761,103.83885575492444,ANG MO KIO
55259,Lentor Ave,Opp Countryside Est,1.39143,103.838608,ANG MO KIO
55261,Lentor Ave,Bullion Pk Condo,1.39203,103.836929,ANG MO KIO
55269,Lentor Ave,Opp Bullion Pk Condo,1.39267,103.836298,ANG MO KIO
55281,Lentor Ave,Aft SLE,1.39813695687252,103.8288132424982,YISHUN
55289,Lentor Ave,LP 94,1.39844339285315,103.82903916367646,YISHUN
55301,Ang Mo Kio Ave 9,AMK Police Div HQ,1.38425166698696,103.84445666701023,ANG MO KIO
55309,Ang Mo Kio Ave 9,Opp AMK Police Div HQ,1.384084,103.844597,ANG MO KIO
55311,Ang Mo Kio Ave 9,Opp Yio Chu Kang Stadium,1.38430357836038,103.84683966636786,ANG MO KIO
55319,Ang Mo Kio Ave 9,Yio Chu Kang Stadium,1.38408669861968,103.84678260704942,ANG MO KIO
55321,Ang Mo Kio Ave 8,Opp Nanyang Poly,1.37836333298131,103.84722527801875,ANG MO KIO
55329,Ang Mo Kio Ave 8,Nanyang Poly,1.37901970079676,103.84722527828754,ANG MO KIO
55331,Lentor Loop,Aft Lentor Gr,1.38692246241021,103.8371410383723,ANG MO KIO
55339,Lentor Loop,Aft Florissa Pk,1.38708225951205,103.83711644936152,ANG MO KIO
55341,Lentor Dr,Lentor Stn Exit 3,1.384975,103.836684,ANG MO KIO
55349,Lentor Dr,Lentor Stn Exit 5,1.38479144169995,103.8364930927339,ANG MO KIO
55351,Lentor Rd,Opp Fudu Wk P/G,1.3897367880855,103.83696395007934,ANG MO KIO
55361,Lentor Loop,Countryside Gdn P/G,1.38983685641152,103.83860500061256,ANG MO KIO
55371,Lentor Loop,Aft Lentor St,1.388614367271,103.83440450730951,ANG MO KIO
55381,Lentor Loop,Bef Bullion Pk,1.3899041699795,103.83624640000222,ANG MO KIO
55509,Ang Mo Kio Ave 8,Yio Chu Kang Int,1.38113241525166,103.8455558816965,ANG MO KIO
56011,Upp Thomson Rd,Bef adana at thomson,1.36865,103.828321,ANG MO KIO
56019,Upp Thomson Rd,Bef Ang Mo Kio Ave 1,1.369486,103.828616,ANG MO KIO
56021,Upp Thomson Rd,Opp Sembawang Hills FC,1.372666,103.82843,ANG MO KIO
56029,Upp Thomson Rd,Bef Sembawang Hills Fc,1.37359500001635,103.82870000002058,ANG MO KIO
56031,Upp Thomson Rd,Bef Yio Chu Kang Rd,1.37695666700099,103.82822527799024,ANG MO KIO
56039,Upp Thomson Rd,Aft Yio Chu Kang Rd,1.37673055602474,103.82848388900504,ANG MO KIO
56041,Upp Thomson Rd,Opp Meadows @ Peirce,1.379094,103.827593,ANG MO KIO
56049,Upp Thomson Rd,Meadows @ Peirce,1.37945638898658,103.82768833298778,ANG MO KIO
56051,Upp Thomson Rd,Opp Tagore Rd,1.38249472962714,103.82576395474278,ANG MO KIO
56059,Upp Thomson Rd,Bef Tagore Rd,1.38268805765919,103.82604547355083,ANG MO KIO
56061,Upp Thomson Rd,Aft Tagore Dr,1.385154,103.822865,ANG MO KIO
56069,Upp Thomson Rd,Bef Tagore Dr,1.38530499508514,103.82320879865532,ANG MO KIO
56071,Upp Thomson Rd,Bef Old Upp Thomson Rd,1.38717744383548,103.81964816646844,ANG MO KIO
56079,Upp Thomson Rd,Aft Old Upp Thomson Rd,1.38756640996273,103.81959791299872,ANG MO KIO
56081,Upp Thomson Rd,Bef SLE,1.391569,103.818216,CENTRAL WATER CATCHMENT
56089,Upp Thomson Rd,Aft SLE,1.39205091187219,103.8186110743666,ANG MO KIO
56091,Upp Thomson Rd,Springleaf Stn Exit 3,1.3962,103.818459,YISHUN
56099,Upp Thomson Rd,Springleaf Stn Exit 2,1.39606817759915,103.8188299218487,YISHUN
56191,Yio Chu Kang Rd,Teachers' Housing Est,1.37879833302094,103.82944083302412,ANG MO KIO
56199,Yio Chu Kang Rd,Aft Thomson Hills Dr,1.37892333298882,103.83003638899947,ANG MO KIO
56201,Yio Chu Kang Rd,Aft Munshi Abdullah Ave,1.38059381566563,103.83224759401024,ANG MO KIO
56209,Yio Chu Kang Rd,Bef Thomson Hills Dr,1.38031863295854,103.83240305645302,ANG MO KIO
56241,Ang Mo Kio Ave 2,St. Nicholas Girls',1.37199166697877,103.83320833301671,ANG MO KIO
56249,Ang Mo Kio Ave 2,Opp St. Nicholas Girls',1.37295831920319,103.8330111177188,ANG MO KIO
56251,Ang Mo Kio Ave 2,Opp Horizon Gdns,1.37637472203353,103.8344186109838,ANG MO KIO
56259,Ang Mo Kio Ave 2,Horizon Gdns,1.376844443968,103.83484027799092,ANG MO KIO
56261,Ang Mo Kio Ave 1,Aft Ang Mo Kio Ave 2,1.367859,103.831724,ANG MO KIO
56269,Ang Mo Kio Ave 1,BEF Ang mo kio avenue 2,1.36741835425889,103.83233403239235,BISHAN
56289,Ang Mo Kio Ave 2,Bef Shangri-La Wk,1.37023167757252,103.83232655288832,ANG MO KIO
57011,Upp Thomson Rd,Opp Springleaf Nature Pk,1.40015725353057,103.81717214668784,YISHUN
57019,Upp Thomson Rd,Springleaf Nature Pk,1.40056260892652,103.81734465881831,YISHUN
57021,Sembawang Rd,Forest Hills Condo,1.40414074099185,103.81834244198308,YISHUN
57029,Sembawang Rd,Aft The Springside,1.40396290628178,103.81862261343508,YISHUN
57031,Sembawang Rd,Nee Soon Driclad Ctr,1.40705411971506,103.82012256385369,YISHUN
57039,Sembawang Rd,SPIRITUAL GRACE PRESBY CH,1.40611750000192,103.8199872220186,YISHUN
57041,Sembawang Rd,Nee Soon HQ 22 SIB,1.41069268256433,103.82192312004506,YISHUN
57049,Sembawang Rd,Opp Nee Soon HQ 22 SIB,1.41082027802703,103.82233527798766,YISHUN
57051,Sembawang Rd,Aft Sembawang Air Base,1.415206,103.8233905,MANDAI
57059,Sembawang Rd,Opp Sembawang Air Base,1.41472777811863,103.82356549744377,YISHUN
57061,Sembawang Rd,Dieppe Barracks,1.419905,103.8245465,MANDAI
57069,Sembawang Rd,Opp Dieppe Barracks,1.4189659270404,103.82460551333595,YISHUN
57071,Sembawang Rd,Opp Khatib Camp,1.424958,103.8255225,MANDAI
57079,Sembawang Rd,Khatib Camp,1.42443860227619,103.82566793061788,YISHUN
57081,Sembawang Rd,Opp Blk 713,1.42753611101756,103.82655472202664,MANDAI
57089,Sembawang Rd,Blk 713,1.42740500891774,103.82685672676006,YISHUN
57111,Sembawang Rd,Opp Blk 101,1.43123622644607,103.82654938929034,MANDAI
57119,Sembawang Rd,Blk 101,1.43130257113028,103.82688773076856,YISHUN
57121,Sembawang Rd,Opp Blk 115B,1.43345083292583,103.82631132424072,MANDAI
57129,Sembawang Rd,Blk 114,1.43418656873084,103.82641445936883,YISHUN
57131,Sembawang Rd,Opp Jln Kemuning,1.43808413802489,103.82529753316932,SEMBAWANG
57139,Sembawang Rd,Aft Jln Kemuning,1.43795662145081,103.8255962797174,SEMBAWANG
57141,Mandai Rd,Bef Upp Thomson Rd,1.40248255094729,103.8169622653191,YISHUN
57149,Mandai Rd,Aft Upp Thomson Rd,1.40236816337763,103.81689548453724,YISHUN
58009,Sembawang Vista,Sembawang Int,1.44748179252514,103.81941391689068,SEMBAWANG
58011,Sembawang Rd,Opp Sembawang Shop Ctr,1.44135611418225,103.82418746836298,SEMBAWANG
58019,Sembawang Rd,Aft Sembawang Shop Ctr,1.44085,103.824719,SEMBAWANG
58021,Sembawang Rd,Opp The Nautical,1.44324136994568,103.82367863032862,SEMBAWANG
58029,Sembawang Rd,The Nautical,1.44315919415772,103.82398509211036,SEMBAWANG
58031,Sembawang Rd,Opp Canberra Dr,1.4462869,103.8250487,SEMBAWANG
58039,Sembawang Rd,Bef Canberra Dr,1.4467419,103.8258,SEMBAWANG
58041,Sembawang Rd,Blk 590C,1.44939346470038,103.8268558037182,SEMBAWANG
58049,Sembawang Rd,Opp Blk 590C,1.44919525191106,103.82703542333944,SEMBAWANG
58051,Sembawang Rd,Blk 592C,1.45087972197488,103.82843083296738,SEMBAWANG
58059,Sembawang Rd,Opp Blk 592C,1.45079007708143,103.82866296034206,SEMBAWANG
58061,Sembawang Rd,Opp Blk 101A,1.45296423052616,103.83110625286092,SEMBAWANG
58069,Sembawang Rd,Opp Durban Rd,1.452187,103.830428,SEMBAWANG
58071,Sembawang Rd,Bef Jln Basong,1.45528422069638,103.83388976874676,SEMBAWANG
58079,Sembawang Rd,Aft Jln Basong,1.45500446219905,103.8338121885662,SEMBAWANG
58081,Sembawang Rd,Opp Jln Janggus,1.45825194403092,103.83594609403144,SEMBAWANG
58089,Sembawang Rd,Aft Andrews Ave,1.45873255930273,103.8365421699352,SEMBAWANG
58091,Sembawang Rd,Sembawang Pk,1.46211498021096,103.8379191742591,SEMBAWANG
58099,Sembawang Rd,Opp Sembawang Pk,1.460299,103.837391,SEMBAWANG
58101,Canberra Rd,Blk 311,1.44667277800811,103.82282277802054,SEMBAWANG
58109,Canberra Rd,Opp Blk 311,1.44667607916689,103.82309298513005,SEMBAWANG
58111,Canberra Rd,Blk 351 CP,1.45096272310028,103.82075231895968,SEMBAWANG
58119,Canberra Rd,Blk 502A,1.45099925490468,103.82102323159113,SEMBAWANG
58121,Canberra Rd,Blk 424A CP,1.45329115486737,103.81929476185202,SEMBAWANG
58129,Canberra Rd,Blk 508 CP,1.45284216119403,103.8198821920911,SEMBAWANG
58131,Canberra Rd,Aft Assyafaah Mque,1.4562533329966,103.82045999997707,SEMBAWANG
58139,Canberra Rd,Bef Assyafaah Mque,1.45637564424183,103.82074569870127,SEMBAWANG
58141,Admiralty Rd West,Sembawang Camp,1.463365158306,103.81653183057892,SEMBAWANG
58149,Admiralty Rd West,Opp Sembawang Shipyard G 8,1.46190359169667,103.81788921693168,SEMBAWANG
58151,Canberra Rd,Bef Sembawang Stn,1.44835904274406,103.82201343608212,SEMBAWANG
58159,Canberra Rd,Aft Admiral Hill,1.44821708737482,103.82235611868522,SEMBAWANG
58161,Admiralty Rd West,Bef Sembawang Shipyard G 3,1.46052755709037,103.82037350350512,SEMBAWANG
58169,Admiralty Rd West,Aft HomeTeamNS Sembawang Resort,1.45978696349073,103.82092447388442,SEMBAWANG
58171,Admiralty Rd West,Sembawang Corp Industries,1.45890580814381,103.823798831684,SEMBAWANG
58179,Admiralty Rd West,Opp Sembawang Corp Industries,1.45855645310428,103.82350997035716,SEMBAWANG
58181,Admiralty Rd West,Police Drv Circuit,1.45964275024639,103.82625715308492,SEMBAWANG
58189,Admiralty Rd West,Opp Police Drv Circuit,1.45915444426655,103.82601182603965,SEMBAWANG
58191,Admiralty Rd East,Aft Wellington Rd,1.45875202875202,103.82875514072089,SEMBAWANG
58199,Admiralty Rd East,OPP AUCKLAND ROAD WEST,1.4590501574168,103.82788431875926,SEMBAWANG
58201,Admiralty Rd East,Aft Queen'S Ave,1.45531234912714,103.8309899667324,SEMBAWANG
58209,Admiralty Rd East,Aft Pakistan Rd,1.45524083298775,103.83062638903208,SEMBAWANG
58211,Sembawang Way,Sembawang Stn,1.44926202582359,103.81979401898032,SEMBAWANG
58219,Sembawang Way,Opp Sembawang Stn,1.44953463697186,103.8199297231716,SEMBAWANG
58221,Sembawang Way,Blk 339 CP,1.44859264769928,103.81706577986397,SEMBAWANG
58229,Sembawang Way,Blk 358A CP,1.44875084068886,103.8168059210019,SEMBAWANG
58241,Sembawang Vista,Sembawang Int/Opp Blk 315,1.44722064601498,103.82018490260376,SEMBAWANG
58249,Sembawang Vista,Blk 309,1.44711722202289,103.8211855559986,SEMBAWANG
58251,Sembawang Dr,Sun Plaza/Sembawang Stn,1.44803148822713,103.81895207486828,SEMBAWANG
58259,Sembawang Dr,Opp Sun Plaza,1.44777267175187,103.81895151565972,SEMBAWANG
58261,Canberra Link,VISIONAIRE,1.44710213838584,103.82726305553976,SEMBAWANG
58269,Canberra Link,OPP VISIONAIRE,1.44702361616489,103.82761997468876,SEMBAWANG
58271,Sembawang Cres,Blk 335,1.44702783502401,103.81470654183288,SEMBAWANG
58279,Sembawang Cres,Opp Blk 336A CP,1.44658462255674,103.8145691865372,SEMBAWANG
58281,Sembawang Cres,Sembawang Sec Sch,1.4450136750226,103.8162666133863,SEMBAWANG
58289,Sembawang Cres,Opp Sembawang Sec Sch,1.44485960840447,103.81627162679553,SEMBAWANG
58291,Sembawang Dr,Blk 317,1.44579319988216,103.8199449173096,SEMBAWANG
58299,Sembawang Dr,Blk 328,1.44582915331137,103.81968463382916,SEMBAWANG
58301,Gambas Ave,3M Bldg,1.44485650594175,103.81055057568136,SEMBAWANG
58309,Gambas Ave,Opp 3M Bldg,1.44466063592056,103.81036650514451,WOODLANDS
58311,Sembawang Dr,Blk 354 CP,1.4501979542693,103.81810459422104,SEMBAWANG
58319,Sembawang Dr,Blk 357C,1.44976933938251,103.81802192152004,SEMBAWANG
58321,Admiralty Dr,Bet Blks 357/359,1.45020573824638,103.81614518346868,SEMBAWANG
58329,Admiralty Dr,Blk 474,1.45050186875947,103.81655964918444,SEMBAWANG
58331,Canberra Link,Blk 589D,1.44974129560526,103.82397609690102,SEMBAWANG
58339,Canberra Link,Opp Blk 589D,1.44936138505812,103.82430573345592,SEMBAWANG
58341,Sembawang Dr,Blk 405,1.45267992935187,103.81687772159036,SEMBAWANG
58349,Sembawang Dr,Blk 478,1.45273139537549,103.8164234320766,SEMBAWANG
58351,Sembawang Dr,Blk 483,1.45593548683251,103.81491062256012,SEMBAWANG
58359,Sembawang Dr,Opp Blk 484A CP,1.45619440004203,103.81465411421148,SEMBAWANG
58361,Admiralty St,Nth Link Bldg,1.46118688481447,103.81270708997144,SEMBAWANG
58369,Admiralty St,BEF ACACIA HME,1.46077451756536,103.81206144667212,SEMBAWANG
58371,Sembawang Cres,Bet Blks 325/326,1.44449009584233,103.8190895319006,SEMBAWANG
58379,Sembawang Cres,Opp Blk 325,1.44428574142951,103.81900511225648,SEMBAWANG
58381,Sembawang Way,Blk 469B,1.44797049342873,103.81337787352544,SEMBAWANG
58389,Sembawang Way,Opp Blk 469B,1.44773992017207,103.8135666814871,SEMBAWANG
58391,Sembawang Ave,Blk 303,1.44426472199698,103.82241222202444,SEMBAWANG
58399,Sembawang Ave,Opp Blk 303,1.44399912458783,103.822564665947,SEMBAWANG
58401,Admiralty Link,Opp Blk 491,1.45575658287341,103.81800207598673,SEMBAWANG
58409,Admiralty Link,Blk 491,1.4561083849161,103.81810058815044,SEMBAWANG
58411,Admiralty Link,Blk 404A CP,1.45461200191848,103.81658372927154,SEMBAWANG
58419,Admiralty Link,Blk 482A CP,1.4546446175566,103.81583789207468,SEMBAWANG
58421,Admiralty Dr,Blk 353,1.4513061244853,103.81902919989244,SEMBAWANG
58429,Admiralty Dr,Bet Blks 415/416,1.45151629026328,103.81892529028816,SEMBAWANG
58431,Champions Way,Blk 567B,1.428437,103.788426,WOODLANDS
58439,Champions Way,Opp Blk 567B,1.42857896419364,103.78833922258168,WOODLANDS
58441,Champions Way,Blk 567A,1.42731,103.788937,WOODLANDS
58449,Champions Way,S'pore Sports Sch,1.4270920469684,103.78906720963263,WOODLANDS
58451,Sembawang Dr,Aft Heavy Veh Pk,1.46002660309429,103.81537241523831,SEMBAWANG
58459,Sembawang Dr,Bef Heavy Veh Pk,1.45994030687762,103.81514063371952,SEMBAWANG
58461,Champions Way,Innova Pr Sch,1.42965591818928,103.79044555841314,WOODLANDS
58481,Wellington Circle,Opp Wellington Pr Sch,1.45305905176825,103.82267933798676,SEMBAWANG
58489,Wellington Circle,Wellington Pr Sch,1.45285946613506,103.82251092163828,SEMBAWANG
58491,Montreal Dr,Opp Blk 507A,1.45272174340224,103.82431343665893,SEMBAWANG
58499,Montreal Dr,Blk 506A,1.45205869701978,103.82428769521944,SEMBAWANG
58501,Montreal Link,Blk 592A,1.4507187825944,103.82708492151544,SEMBAWANG
58509,Montreal Link,Blk 590A,1.45059927113154,103.82696425665894,SEMBAWANG
58511,Canberra st,Blk 104C,1.44964,103.8315,SEMBAWANG
58519,Canberra st,OPP BLK 104B,1.44973306,103.831062,SEMBAWANG
58521,Canberra st,BLK 106A,1.44819389,103.8326,SEMBAWANG
58529,Canberra st,BLK 108 CP,1.44801889,103.832461,SEMBAWANG
58531,Canberra Way,BLK 129A,1.44543806,103.8323,SEMBAWANG
58539,Canberra Way,BLK 120A,1.44576806,103.832311,SEMBAWANG
58541,Canberra Link,Opp Canberra Stn,1.44284,103.830351,SEMBAWANG
58549,Canberra Link,Canberra Stn,1.442578,103.830142,SEMBAWANG
58571,Sembawang Ave,Gambas Ave,1.441805,103.8168685,SEMBAWANG
58579,Sembawang Ave,Gambas Ave,1.4415255,103.817029,MANDAI
58581,Bef Gambas Cres,Bef Gambas Cres,1.443876,103.813122,SEMBAWANG
58589,Opp Gambas Cres,Opp Gambas Cres,1.443534,103.813173,MANDAI
58601,Canberra Wk,Blk 108A,1.448139,103.831129,SEMBAWANG
58609,Canberra Wk,Blk 109A,1.447964,103.830401,SEMBAWANG
58611,Canberra Cres,Blk 115C,1.446533,103.82993,SEMBAWANG
58619,Canberra Cres,Opp Blk 115C,1.44637,103.830152,SEMBAWANG
58621,Canberra st,Blk 126 Cp,1.445953,103.834031,SEMBAWANG
58991,Yishun Ave 2,BLK 767,1.424583611,103.8350086,YISHUN
59008,Yishun Ave 2,Yishun Int,1.4285384902718,103.8361105319593,YISHUN
59009,Yishun Ave 2,Yishun Int,1.4284,103.8360975,YISHUN
59011,Lentor Ave,Bef Sg Seletar Bridge,1.401439,103.827464,YISHUN
59019,Lentor Ave,Aft Sg Seletar Bridge,1.403681,103.82751,YISHUN
59021,Lentor Ave,Bef Yishun Ave 1,1.40922833847299,103.82908330455544,YISHUN
59029,Lentor Ave,Aft Yishun Ave 1,1.40885843406387,103.82924769115782,YISHUN
59031,Yishun Ave 2,Opp Yishun Sports Hall,1.41277747172151,103.83083958669692,YISHUN
59039,Yishun Ave 2,Yishun Sports Hall,1.41342871609658,103.8315630055702,YISHUN
59041,Yishun Ave 2,Bef Khatib Stn,1.41625420109094,103.832591612732,YISHUN
59049,Yishun Ave 2,Opp Khatib Stn,1.41700998157675,103.83339984073773,YISHUN
59051,Yishun Ave 2,Blk 790,1.41968270185637,103.83429674432548,YISHUN
59059,Yishun Ave 2,Blk 608,1.42054602879781,103.83497942324875,YISHUN
59061,Yishun Ave 2,Blk 763,1.42556399229911,103.83495820649408,YISHUN
59069,Yishun Ave 2,Opp Blk 757,1.42657294826877,103.83536957259516,YISHUN
59072,Yishun Ave 2,Yishun Stn Exit E,1.429383056,103.8354931,YISHUN
59073,Yishun Ave 2,Opp Yishun Stn,1.42868146490253,103.83546942999692,YISHUN
59079,Yishun Ave 2,Yishun Stn,1.42926606883551,103.83516195358482,YISHUN
59081,Yishun Ring Rd,Blk 774,1.42371474872973,103.83164666791832,YISHUN
59089,Yishun Ring Rd,Opp Blk 774,1.42397861098025,103.83155749997913,YISHUN
59091,Yishun Ave 2,Blk 154,1.43165245434506,103.83510814544051,YISHUN
59099,Yishun Ave 2,Blk 220,1.43272835490407,103.83522544787668,YISHUN
59101,Yishun Ring Rd,Yishun Pr Sch,1.43420210733558,103.83302746443204,YISHUN
59109,Yishun Ring Rd,Opp Yishun Pr Sch,1.4343984933093,103.83322945585378,YISHUN
59111,Yishun Ave 5,Blk 701,1.43016395103424,103.82888452126694,YISHUN
59119,Yishun Ave 5,Opp Blk 701A,1.43037444021889,103.82794865433571,YISHUN
59121,Yishun Ring Rd,Blk 121,1.43453851053761,103.82999668990018,YISHUN
59129,Yishun Ring Rd,Opp Blk 121,1.43490004260739,103.830267560125,YISHUN
59131,Yishun Ring Rd,Blk 137,1.43192545956112,103.82969184791156,YISHUN
59139,Yishun Ring Rd,Aft Chong Pang CC,1.43140749331253,103.82955664267412,YISHUN
59141,Yishun Ave 5,Blk 741,1.43034383196416,103.83275541050214,YISHUN
59149,Yishun Ave 5,Blk 145,1.43061861098729,103.83218000002928,YISHUN
59159,Yishun Ave 5,Opp Yishun Stn Exit B,1.43055466220788,103.8346706884974,YISHUN
59161,Yishun Ctrl,Opp Blk 201,1.43014843981169,103.83793159453415,YISHUN
59169,Yishun Ctrl,Bet Blks 201/202,1.4304570083984,103.83769416711104,YISHUN
